L1Seed,PileUp,Total,Prescale0,Fired0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,84,5364,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,85,4847,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,86,4343,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,87,3620,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,88,3162,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,89,2849,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,90,2352,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,91,1895,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,92,1693,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,93,1300,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,94,1116,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,95,919,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,96,720,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,97,573,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,98,450,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,99,372,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,100,301,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,101,208,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,102,175,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,103,138,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,104,81,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,105,79,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,106,58,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,107,35,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,108,35,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,109,22,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,110,18,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,111,11,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,112,3,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,113,8,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,114,1,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,115,2,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,116,2,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,117,1,0,0,
L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5,118,2,0,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,11,1,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,12,1,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,13,6,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,14,13,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,15,40,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,16,61,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,17,131,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,18,196,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,19,369,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,20,554,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,21,894,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,22,1257,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,23,1801,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,24,2488,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,25,3360,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,26,4212,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,27,5258,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,28,6267,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,29,7494,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,30,8787,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,31,10034,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,32,10822,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,33,11891,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,34,12611,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,35,13494,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,36,13925,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,37,14344,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,38,15075,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,39,15171,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,40,15322,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,41,15535,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,42,15661,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,43,15655,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,44,15636,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,45,15745,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,46,15820,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,47,15553,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,48,15944,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,49,16118,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,50,15778,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,51,16040,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,52,15765,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,53,15927,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,54,15746,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,55,15822,1,4,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,56,15842,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,57,15726,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,58,15841,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,59,15676,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,60,15687,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,61,15952,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,62,15417,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,63,15535,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,64,15354,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,65,15273,1,5,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,66,15030,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,67,14804,1,6,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,68,14539,1,6,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,69,14428,1,5,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,70,13971,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,71,13525,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,72,12878,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,73,12760,1,7,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,74,12151,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,75,11463,1,4,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,76,10892,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,77,10048,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,78,9658,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,79,8988,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,80,8117,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,81,7424,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,82,6750,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,83,6092,1,3,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,84,5364,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,85,4847,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,86,4343,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,87,3620,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,88,3162,1,2,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,89,2849,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,90,2352,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,91,1895,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,92,1693,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,93,1300,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,94,1116,1,1,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,95,919,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,96,720,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,97,573,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,98,450,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,99,372,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,100,301,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,101,208,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,102,175,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,103,138,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,104,81,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,105,79,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,106,58,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,107,35,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,108,35,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,109,22,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,110,18,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,111,11,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,112,3,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,113,8,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,114,1,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,115,2,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,116,2,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,117,1,1,0,
L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5,118,2,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,11,1,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,12,1,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,13,6,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,14,13,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,15,40,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,16,61,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,17,131,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,18,196,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,19,369,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,20,554,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,21,894,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,22,1257,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,23,1801,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,24,2488,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,25,3360,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,26,4212,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,27,5258,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,28,6267,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,29,7494,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,30,8787,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,31,10034,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,32,10822,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,33,11891,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,34,12611,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,35,13494,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,36,13925,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,37,14344,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,38,15075,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,39,15171,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,40,15322,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,41,15535,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,42,15661,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,43,15655,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,44,15636,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,45,15745,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,46,15820,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,47,15553,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,48,15944,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,49,16118,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,50,15778,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,51,16040,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,52,15765,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,53,15927,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,54,15746,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,55,15822,1,3,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,56,15842,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,57,15726,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,58,15841,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,59,15676,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,60,15687,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,61,15952,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,62,15417,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,63,15535,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,64,15354,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,65,15273,1,4,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,66,15030,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,67,14804,1,4,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,68,14539,1,5,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,69,14428,1,3,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,70,13971,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,71,13525,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,72,12878,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,73,12760,1,4,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,74,12151,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,75,11463,1,3,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,76,10892,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,77,10048,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,78,9658,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,79,8988,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,80,8117,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,81,7424,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,82,6750,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,83,6092,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,84,5364,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,85,4847,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,86,4343,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,87,3620,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,88,3162,1,2,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,89,2849,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,90,2352,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,91,1895,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,92,1693,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,93,1300,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,94,1116,1,1,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,95,919,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,96,720,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,97,573,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,98,450,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,99,372,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,100,301,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,101,208,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,102,175,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,103,138,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,104,81,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,105,79,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,106,58,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,107,35,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,108,35,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,109,22,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,110,18,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,111,11,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,112,3,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,113,8,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,114,1,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,115,2,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,116,2,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,117,1,1,0,
L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5,118,2,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,11,1,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,12,1,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,13,6,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,14,13,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,15,40,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,16,61,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,17,131,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,18,196,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,19,369,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,20,554,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,21,894,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,22,1257,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,23,1801,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,24,2488,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,25,3360,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,26,4212,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,27,5258,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,28,6267,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,29,7494,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,30,8787,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,31,10034,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,32,10822,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,33,11891,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,34,12611,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,35,13494,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,36,13925,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,37,14344,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,38,15075,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,39,15171,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,40,15322,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,41,15535,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,42,15661,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,43,15655,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,44,15636,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,45,15745,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,46,15820,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,47,15553,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,48,15944,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,49,16118,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,50,15778,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,51,16040,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,52,15765,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,53,15927,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,54,15746,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,55,15822,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,56,15842,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,57,15726,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,58,15841,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,59,15676,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,60,15687,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,61,15952,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,62,15417,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,63,15535,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,64,15354,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,65,15273,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,66,15030,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,67,14804,1,3,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,68,14539,1,4,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,69,14428,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,70,13971,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,71,13525,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,72,12878,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,73,12760,1,4,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,74,12151,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,75,11463,1,3,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,76,10892,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,77,10048,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,78,9658,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,79,8988,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,80,8117,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,81,7424,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,82,6750,1,2,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,83,6092,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,84,5364,1,0,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,85,4847,1,1,
L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5,86,4343,1,0,
